id,district,status,school_name,school_name_with_some_districts_attached,participating,address_x,address_y,city_x,city_y,score,duped
801,LAUSD,,Joseph Le Conte Middle School (LAUSD),Joseph Le Conte Middle School,True,1316 N Bronson Ave,,Hollywood,, 95.0,False
802,LAUSD,,Joseph Le Conte Middle School CES Communication & Arts Mag (LAUSD),Joseph Le Conte Middle School CES Communication & Arts Mag,True,1316 N Bronson Ave,,Hollywood,, 90.0,False
803,LAUSD,,Joseph Le Conte Middle School Hlth/Eng/Applied Sci/Tech Mag (LAUSD),Joseph Le Conte Middle School Hlth/Eng/Applied Sci/Tech Mag,True,1316 N Bronson Ave,,Hollywood,, 90.0,False
804,LAUSD,,Joseph Pomeroy Widney Career Preparatory & Transition Center (LAUSD),Joseph Pomeroy Widney Career Preparatory & Transition Center,True,2302 S Gramercy Pl,,Los Angeles,, 96.72131147540983,False
805,LAUSD,,Judith F Baca Arts Acad DL Two-Way Im Spanish (LAUSD),Judith F Baca Arts Acad DL Two-Way Im Spanish,True,1536 E 89th St,,Los Angeles,,,False
806,LAUSD,Active,Judith F Baca Arts Academy (LAUSD),Judith F Baca Arts Academy,True,1536 E 89th St,1536 East 89th St.,Los Angeles,Los Angeles, 100.0,False
807,LAUSD,Active,Julie Korenstein Elementary (LAUSD),Julie Korenstein Elementary,True,7650 Ben Ave,7650 Ben Ave.,North Hollywood,North Hollywood, 100.0,False
808,LAUSD,Active,Justice Street Academy Charter (LAUSD),Justice Street Academy Charter,True,23350 Justice St,23350 Justice St.,West Hills,West Hills, 100.0,False
809,LAUSD,Active,Katherine Johnson STEM Academy (LAUSD),Katherine Johnson STEM Academy,True,8701 Parkhill Dr,8701 Parkhill Dr.,Los Angeles,Los Angeles, 100.0,False
810,LAUSD,Active,Kenter Canyon Elementary Charter (LAUSD),Kenter Canyon Elementary Charter,True,645 N Kenter Ave,645 North Kenter Ave.,Los Angeles,Los Angeles, 100.0,False
811,LAUSD,Active,Kentwood Elementary (LAUSD),Kentwood Elementary,True,8401 Emerson Ave,8401 Emerson Ave.,Los Angeles,Los Angeles, 100.0,False
812,LAUSD,Active,Kester Avenue Elementary (LAUSD),Kester Avenue Elementary,True,5353 Kester Ave,5353 Kester Ave.,Van Nuys,Van Nuys, 100.0,False
813,LAUSD,,Kester Avenue Elementary Gifted Magnet (LAUSD),Kester Avenue Elementary Gifted Magnet,True,5353 Kester Ave,,Van Nuys,, 90.0,False
814,LAUSD,,King-Drew Senior High Medicine and Science Magnet (LAUSD),King-Drew Senior High Medicine and Science Magnet,True,1601 E 120th St,,Los Angeles,,,False
815,LAUSD,,Kingsley Elementary DL Two-Way Im Spanish (LAUSD),Kingsley Elementary DL Two-Way Im Spanish,True,5200 W Virginia Ave,,Los Angeles,, 90.0,False
816,LAUSD,,Kingsley Elementary School (LAUSD),Kingsley Elementary School,True,5200 W Virginia Ave,,Los Angeles,, 95.0,False
817,LAUSD,Active,Kittridge Street Elementary (LAUSD),Kittridge Street Elementary,True,13619 Kittridge St,13619 Kittridge St.,Van Nuys,Van Nuys, 100.0,False
818,LAUSD,,Kittridge Street Elementary DL Two-Way Im Armenian (LAUSD),Kittridge Street Elementary DL Two-Way Im Armenian,True,13619 Kittridge St,,Van Nuys,, 90.0,False
819,LAUSD,,Kittridge Street Elementary DL Two-Way Im Spanish (LAUSD),Kittridge Street Elementary DL Two-Way Im Spanish,True,13619 Kittridge St,,Van Nuys,, 90.0,False
820,LAUSD,Active,Knollwood Preparatory Academy (LAUSD),Knollwood Preparatory Academy,True,11822 Gerald Ave,11822 Gerald Ave.,Granada Hills,Granada Hills, 100.0,False
821,LAUSD,Active,La Salle Avenue Elementary (LAUSD),La Salle Avenue Elementary,True,8715 La Salle Ave,8715 La Salle Ave.,Los Angeles,Los Angeles, 100.0,False
822,LAUSD,,La Salle Avenue Elementary DL Two-Way Im Spanish (LAUSD),La Salle Avenue Elementary DL Two-Way Im Spanish,True,8715 La Salle Ave,,Los Angeles,, 90.0,False
823,LAUSD,Active,Lafayette Park Primary Center (LAUSD),Lafayette Park Primary Center,True,310 S La Fayette Park Pl,310 South La Fayette Park Pl.,Los Angeles,Los Angeles, 100.0,False
824,LAUSD,Active,Lake Balboa College Preparatory Magnet K-12 (LAUSD),Lake Balboa College Preparatory Magnet K-12,True,6701 Balboa Blvd,6701 Balboa Blvd.,Lake Balboa,Lake Balboa, 100.0,False
825,LAUSD,,Lake Street Primary School (LAUSD),Lake Street Primary School,True,135 N Lake St,,Los Angeles,, 95.0,False
826,LAUSD,Active,Lanai Road Elementary (LAUSD),Lanai Road Elementary,True,4241 Lanai Rd,4241 Lanai Rd.,Encino,Encino, 100.0,False
827,LAUSD,Active,Langdon Avenue Elementary (LAUSD),Langdon Avenue Elementary,True,8817 Langdon Ave,8817 Langdon Ave.,North Hills,North Hills, 100.0,False
828,LAUSD,Active,Lankershim Elementary (LAUSD),Lankershim Elementary (Los Angeles Unified),True,5250 Bakman Ave,5250 Bakman Ave.,North Hollywood,North Hollywood, 100.0,True
829,LAUSD,Active,Lankershim Elementary (LAUSD),Lankershim Elementary (San Bernardino City Unified),True,5250 Bakman Ave,7499 Lankershim Ave.,North Hollywood,Highland, 100.0,True
830,LAUSD,Active,Lassen Elementary (LAUSD),Lassen Elementary,True,15017 Superior St,15017 Superior St.,North Hills,North Hills, 100.0,False
831,LAUSD,,Lassen Elementary DL Two-Way Im Spanish (LAUSD),Lassen Elementary DL Two-Way Im Spanish,True,15017 Superior St,,North Hills,, 90.0,False
832,LAUSD,Active,Latona Avenue Elementary (LAUSD),Latona Avenue Elementary,True,4312 Berenice Ave,4312 Berenice Ave.,Los Angeles,Los Angeles, 100.0,False
833,LAUSD,,Latona Avenue Elementary DL Two-Way Im Spanish (LAUSD),Latona Avenue Elementary DL Two-Way Im Spanish,True,4312 Berenice Ave,,Los Angeles,, 90.0,False
834,LAUSD,,Laurel Cinematic Arts Creative Tech Magnet (LAUSD),Laurel Cinematic Arts Creative Tech Magnet,True,925 N Hayworth Ave,,Los Angeles,,,False
835,LAUSD,,LAUSD/USC Media Arts/Engineering Magnet (LAUSD),LAUSD/USC Media Arts/Engineering Magnet,True,822 W 32nd St,,Los Angeles,,,False
836,LAUSD,,Leapwood Elementary (LAUSD),Leapwood Elementary,True,19302 Leapwood Ave,,Carson,, 95.0,False
837,LAUSD,,Legacy Senior High Sci Tech Engineering Arts Math (LAUSD),Legacy Senior High Sci Tech Engineering Arts Math,True,5225 Tweedy Blvd,,South Gate,,,False
838,LAUSD,,Legacy Senior High Visual and Performing Arts (LAUSD),Legacy Senior High Visual and Performing Arts,True,5225 Tweedy Blvd,,South Gate,, 90.0,False
839,LAUSD,Active,Leland Street Elementary (LAUSD),Leland Street Elementary,True,2120 S Leland St,2120 South Leland St.,San Pedro,San Pedro, 100.0,False
840,LAUSD,,Leland Street Elementary Global Awareness Magnet (LAUSD),Leland Street Elementary Global Awareness Magnet,True,2120 S Leland St,,San Pedro,, 90.0,False
841,LAUSD,Active,Lemay Street Elementary (LAUSD),Lemay Street Elementary,True,17520 Vanowen St,17520 Vanowen St.,Lake Balboa,Lake Balboa, 100.0,False
842,LAUSD,Active,Lenicia B Weemes Elementary (LAUSD),Lenicia B Weemes Elementary,True,1260 W 36th Pl,1260 West 36th Pl.,Los Angeles,Los Angeles, 100.0,False
843,LAUSD,Active,Leo Politi Elementary (LAUSD),Leo Politi Elementary,True,2481 W 11th St,2481 West 11th St.,Los Angeles,Los Angeles, 100.0,False
844,LAUSD,Active,Lexington Avenue Primary Center (LAUSD),Lexington Avenue Primary Center,True,4564 W Lexington Ave,4564 West Lexington Ave.,Los Angeles,Los Angeles, 100.0,False
845,LAUSD,Active,Liberty Boulevard Elementary (LAUSD),Liberty Boulevard Elementary,True,2728 Liberty Blvd,2728 Liberty Blvd.,South Gate,South Gate, 100.0,False
846,LAUSD,Active,Liggett Street Elementary (LAUSD),Liggett Street Elementary,True,9373 Moonbeam Ave,9373 Moonbeam Ave.,Panorama City,Panorama City, 100.0,False
847,LAUSD,Active,Lillian Street Elementary (LAUSD),Lillian Street Elementary,True,5909 Lillian St,5909 Lillian St.,Los Angeles,Los Angeles, 100.0,False
848,LAUSD,Active,Limerick Avenue Elementary (LAUSD),Limerick Avenue Elementary,True,8530 Limerick Ave,8530 Limerick Ave.,Winnetka,Canoga Park, 100.0,False
849,LAUSD,,Limerick Avenue Elementary DL Two-Way Im Spanish (LAUSD),Limerick Avenue Elementary DL Two-Way Im Spanish,True,8530 Limerick Ave,,Winnetka,, 90.0,False
850,LAUSD,,Lincoln ESP Magnet (LAUSD),Lincoln ESP Magnet,True,3501 N Broadway,,Los Angeles,,,False
851,LAUSD,,Linda Esperanza Marquez Senior High HPIAM (LAUSD),Linda Esperanza Marquez Senior High HPIAM,True,6361 Cottage St,,Huntington Park,,,False
852,LAUSD,,Linda Esperanza Marquez Senior High Libra Academy (LAUSD),Linda Esperanza Marquez Senior High Libra Academy,True,6361 Cottage St,,Huntington Park,, 92.79069767441861,False
853,LAUSD,,Linda Esperanza Marquez Senior High Social Justice (LAUSD),Linda Esperanza Marquez Senior High Social Justice,True,6361 Cottage St,,Huntington Park,,,False
854,LAUSD,Active,Lockhurst Drive Charter Elementary (LAUSD),Lockhurst Drive Charter Elementary,True,6170 Lockhurst Dr,6170 Lockhurst Dr.,Woodland Hills,Woodland Hills, 100.0,False
