rowid,school,district,street,city,state,zip
1034,Yerba Buena Elementary (Las Virgenes Unified),Las Virgenes Unified,6098 Reyes Adobe Rd.,Agoura Hills,CA,91301-2105
1035,Lupin Hill Elementary (Las Virgenes Unified),Las Virgenes Unified,26210 Adamor Rd.,Calabasas,CA,91302-1006
1036,Mariposa School of Global Education (Las Virgenes Unified),Las Virgenes Unified,6050 North Calmfield Ave.,Agoura,CA,91301-2104
1037,Mesivta of Greater Los Angeles (Las Virgenes Unified),Las Virgenes Unified,25115 Mureau Rd.,Calabasas,CA,91302-1151
1038,MUSE Virtual (Las Virgenes Unified),Las Virgenes Unified,1666 Las Virgenes Cyn Rd,Calabasas,CA,91302-1920
1039,Oaks Christian School (Las Virgenes Unified),Las Virgenes Unified,31749 La Tienda Dr.,Westlake Village,CA,91362-4010
1040,Round Meadow Elementary (Las Virgenes Unified),Las Virgenes Unified,5151 Round Meadow Rd.,Calabasas,CA,91302-1161
1041,Saint Jude the Apostle (Las Virgenes Unified),Las Virgenes Unified,32036 West Lindero Canyon Rd.,Westlake Village,CA,91361-4224
1042,Sumac Elementary (Las Virgenes Unified),Las Virgenes Unified,6050 North Calmfield Ave.,Agoura,CA,91301-2104
1043,Viewpoint School (Las Virgenes Unified),Las Virgenes Unified,23620 Mulholland Hwy.,Calabasas,CA,91302-2060
1044,White Oak Elementary (Las Virgenes Unified),Las Virgenes Unified,31761 West Village School Rd.,Westlake Village,CA,91361-4502
1045,Billy Mitchell Elementary (Lawndale Elementary),Lawndale Elementary,14429 Condon Ave.,Lawndale,CA,90260-1308
1046,Carson School (Lawndale Elementary),Lawndale Elementary,3530 West 147th St.,Hawthorne,CA,90250-8518
1047,F. D. Roosevelt Elementary (Lawndale Elementary),Lawndale Elementary,3533 West Marine Blvd.,Lawndale,CA,90260-2400
1048,Jane Addams Middle (Lawndale Elementary),Lawndale Elementary,4535 West 153rd Pl.,Lawndale,CA,90260-1957
1049,Lucille J. Smith Elementary (Lawndale Elementary),Lawndale Elementary,4521 West 147th St.,Lawndale,CA,90260-1324
1050,Mark Twain Elementary (Lawndale Elementary),Lawndale Elementary,3728 West 154th St.,Lawndale,CA,90260-2464
1051,Will Rogers Middle (Lawndale Elementary),Lawndale Elementary,4110 West 154th St.,Lawndale,CA,90260-1740
1052,William Anderson Elementary (Lawndale Elementary),Lawndale Elementary,4130 West 154th St.,Lawndale,CA,90260-1740
1053,William Green Elementary (Lawndale Elementary),Lawndale Elementary,4520 West 168th St.,Lawndale,CA,90260-3246
1054,Buford Elementary (Lennox),Lennox,4919 West 109th St.,Lennox,CA,90304-2135
1055,Century Community Charter (Lennox),Lennox,901 South Maple St.,Inglewood,CA,90301-3823
1056,Dolores Huerta Elementary (Lennox),Lennox,4125 West 105th St.,Lennox,CA,90304-2019
1057,Felton Elementary (Lennox),Lennox,10417 Felton Ave.,Lennox,CA,90304-1709
1058,Jefferson Elementary (Lennox),Lennox,10322 Condon Ave.,Lennox,CA,90304-1436
1059,"Lennox Mathematics, Science and Technology Academy (Lennox)",Lennox,11036 Hawthorne Blvd.,Lennox,CA,90304-2316
1060,Lennox Middle (Lennox),Lennox,11033 Buford Ave.,Lennox,CA,90304-2126
1061,Lennox Virtual Academy (Lennox),Lennox,10319 Firmona Ave.,Lennox,CA,90304-1419
1062,Moffett Elementary (Lennox),Lennox,11050 Larch Ave.,Lennox,CA,90304-1419
1063,Cresson Elementary (Little Lake City Elementary),Little Lake City Elementary,11650 East Cresson St.,Norwalk,CA,90650-1618
1064,Jersey Avenue Elementary (Little Lake City Elementary),Little Lake City Elementary,9400 Jersey Ave.,Santa Fe Springs,CA,90670-2859
1065,Lake Center Middle (Little Lake City Elementary),Little Lake City Elementary,10503 South Pioneer Blvd.,Santa Fe Springs,CA,90670-3703
1066,Lakeland Elementary (Little Lake City Elementary),Little Lake City Elementary,11224 Bombardier Ave.,Norwalk,CA,90650-1830
1067,Lakeside Middle (Little Lake City Elementary),Little Lake City Elementary,11000 East Kenney St.,Norwalk,CA,90650-7625
1068,Lakeview Elementary (Little Lake City Elementary),Little Lake City Elementary,11500 East Joslin St.,Santa Fe Springs,CA,90670-3612
1069,Paddison Elementary (Little Lake City Elementary),Little Lake City Elementary,12100 Crewe St.,Norwalk,CA,90650-2443
1070,Santa Fe Springs Christian School (Little Lake City Elementary),Little Lake City Elementary,11457 East Florence Ave.,Santa Fe Springs,CA,90670-4358
1071,St. Pius X Parish School (Little Lake City Elementary),Little Lake City Elementary,10855 S. Pioneer Blvd.,Santa Fe Springs,CA,90670-4216
1072,Studebaker Elementary (Little Lake City Elementary),Little Lake City Elementary,11800 Halcourt Ave.,Norwalk,CA,90650-7512
1073,Trinity Christian School (Little Lake City Elementary),Little Lake City Elementary,10507 Studebaker Rd.,Norwalk,CA,92821
1074,William W. Orr Elementary (Little Lake City Elementary),Little Lake City Elementary,12130 South Jersey Ave.,Norwalk,CA,90650-2316
1075,Long Beach City College (Long Beach City College District),Long Beach City College District,4901 E. Carson St.,Long Beach,CA,90808
1076,King Elementary (Long Beach Unified),Long Beach Unified,145 East Artesia Blvd.,Long Beach,CA,90805-2003
1077,Lafayette Elementary (Long Beach Unified),Long Beach Unified,2445 Chestnut Ave.,Long Beach,CA,90806-2997
1078,Lakewood Christian Schools (Long Beach Unified),Long Beach Unified,5336 Arbor Rd.,Long Beach,CA,90808-1109
1079,Lakewood High (Long Beach Unified),Long Beach Unified,4400 Briercrest Ave.,Lakewood,CA,90713-2512
1080,Lincoln Elementary (Long Beach Unified),Long Beach Unified,1175 East 11th St.,Long Beach,CA,90813-3659
1081,Lindbergh STEM Academy (Long Beach Unified),Long Beach Unified,1022 East Market St.,Long Beach,CA,90805-6034
1082,Lindsey Academy (Long Beach Unified),Long Beach Unified,5075 Daisy Ave.,Long Beach,CA,90805-6307
1083,Long Beach School for Adults (Long Beach Unified),Long Beach Unified,3701 East Willow St.,Long Beach,CA,90815
1084,Longfellow Elementary (Long Beach Unified),Long Beach Unified,3800 Olive Ave.,Long Beach,CA,90807-3577
1085,Los Altos Grace Schools (Long Beach Unified),Long Beach Unified,6565 Stearns St.,Long Beach,CA,90815-3420
1086,Los Cerritos Elementary (Long Beach Unified),Long Beach Unified,515 West San Antonio Dr.,Long Beach,CA,90807-3117
1087,Lowell Elementary (Long Beach Unified),Long Beach Unified,5201 East Broadway,Long Beach,CA,90803-1803
1088,MacArthur Elementary (Long Beach Unified),Long Beach Unified,6011 Centralia St.,Lakewood,CA,90713-2902
1089,Madison Elementary Lakewood (Long Beach Unified),Long Beach Unified,2801 Bomberry St.,Lakewood,CA,90712-3724
1090,Mann Elementary (Long Beach Unified),Long Beach Unified,257 Coronado Ave.,Long Beach,CA,90803-5842
1091,Maple Village Waldorf School (Long Beach Unified),Long Beach Unified,4017 East Sixth St.,Long Beach,CA,90814-1749
1092,Marina Montessori School (Long Beach Unified),Long Beach Unified,2301 Ximeno Ave.,Long Beach,CA,90815-1839
1093,Marshall Academy of the Arts (Long Beach Unified),Long Beach Unified,5870 East Wardlow Rd.,Long Beach,CA,90808-3853
1094,McKinley Elementary (Long Beach Unified),Long Beach Unified,6822 Paramount Blvd.,Long Beach,CA,90805-1937
1095,Millikan High (Long Beach Unified),Long Beach Unified,2800 Snowden Ave.,Long Beach,CA,90815-1436
1096,Cabrillo High (Long Beach Unified),Long Beach Unified,2001 Santa Fe Ave.,Long Beach,CA,90810-4068
1097,California Academy of Mathematics and Science (Long Beach Unified),Long Beach Unified,"1000 East Victoria St., Bldg. SAC3 rm3117",Carson,CA,90747-0001
1098,Giant Steps Child Care Center (Long Beach Unified),Long Beach Unified,6951 Obispo Ave.,Long Beach,CA,90805-1860
1099,Gompers K-8 (Long Beach Unified),Long Beach Unified,5206 Briercrest Ave.,Lakewood,CA,90713-1822
1100,Grant Elementary (Long Beach Unified),Long Beach Unified,1225 East 64th St.,Long Beach,CA,90805-2534
1101,Greater United Faith Apostolic Church/United Faith Community School (Long Beach Unified),Long Beach Unified,6934 North Long Beach,Long Beach,CA,90805-1136
1102,Hamilton Middle (Long Beach Unified),Long Beach Unified,1060 East 70th St.,Long Beach,CA,90805-1008
1103,Harte Elementary (Long Beach Unified),Long Beach Unified,1671 East Phillips St.,Long Beach,CA,90805-4811
1104,Helen Keller Middle (Long Beach Unified),Long Beach Unified,7020 East Brittain St.,Long Beach,CA,90808-2301
1105,Henry (Long Beach Unified),Long Beach Unified,3720 Canehill Ave.,Long Beach,CA,90808-2201
1106,Holmes Elementary (Long Beach Unified),Long Beach Unified,5020 Barlin Ave.,Lakewood,CA,90712-3033
1107,Holy Innocents Elementary (Long Beach Unified),Long Beach Unified,2500 Pacific Ave.,Long Beach,CA,90806-3034
1108,Hoover Middle (Long Beach Unified),Long Beach Unified,3501 Country Club Dr.,Lakewood,CA,90712-3429
1109,Hudson K-8 (Long Beach Unified),Long Beach Unified,2335 Webster Ave.,Long Beach,CA,90810-3254
1110,Hughes Middle (Long Beach Unified),Long Beach Unified,3846 California Ave.,Long Beach,CA,90807-3510
1111,HUNTINGTON ACADEMY (Long Beach Unified),Long Beach Unified,1423 Walnut Ave,Long Beach,CA,90813-2425
1112,Jefferson Leadership Academies (Long Beach Unified),Long Beach Unified,750 Euclid Ave.,Long Beach,CA,90804-5228
1113,Jenny Oropeza Elementary (Long Beach Unified),Long Beach Unified,700 Locust Ave.,Long Beach,CA,90813-4317
1114,Jessie Nelson Academy (Long Beach Unified),Long Beach Unified,1951 Cherry Ave.,Signal Hill,CA,90755-5823
1115,Jordan High (Long Beach Unified),Long Beach Unified,6500 Atlantic Ave.,Long Beach,CA,90805-2304
1116,Kettering Elementary (Long Beach Unified),Long Beach Unified,550 Silvera Ave.,Long Beach,CA,90803-2127
1117,Montessori Children's House (Long Beach Unified),Long Beach Unified,5550 East Atherton St.,Long Beach,CA,90815-4008
1118,Montessori On Elm (Long Beach Unified),Long Beach Unified,930 Elm Ave.,Long Beach,CA,90813-4426
1119,Muir K-8 (Long Beach Unified),Long Beach Unified,3038 Delta Ave.,Long Beach,CA,90810-2843
1120,Naples Elementary (Long Beach Unified),Long Beach Unified,5537 The Toledo,Long Beach,CA,90803-3935
1121,Newcomb Academy (Long Beach Unified),Long Beach Unified,3351 Val Verde Ave.,Long Beach,CA,90808-2301
1122,Oaktree Preschool and Kindergarten (Long Beach Unified),Long Beach Unified,1710 Redondo Ave.,Long Beach,CA,90804-1924
1123,Oakwood Academy (Long Beach Unified),Long Beach Unified,3850 Long Beach Blvd,Long Beach,CA,90807-3312
1124,Olivia Nieto Herrera Elementary (Long Beach Unified),Long Beach Unified,1620 Temple Ave.,Long Beach,CA,90804-1638
1125,Our Lady of Refuge (Long Beach Unified),Long Beach Unified,5210 East Los Coyotes Diagonal,Long Beach,CA,90815-1925
1126,Pacific Baptist School (Long Beach Unified),Long Beach Unified,3332 Magnolia Ave,Long Beach,CA,90806-1234
1127,Polytechnic High (Long Beach Unified),Long Beach Unified,1600 Atlantic Ave.,Long Beach,CA,90813-2017
1128,Powell Academy for Success (Long Beach Unified),Long Beach Unified,150 Victoria St.,Long Beach,CA,90805-2147
1129,Prisk Elementary (Long Beach Unified),Long Beach Unified,2375 Fanwood Ave.,Long Beach,CA,90815-2114
1130,Reid High (Long Beach Unified),Long Beach Unified,2153 West Hill St.,Long Beach,CA,90810-3400
1131,Renaissance High School for the Arts (Long Beach Unified),Long Beach Unified,235 East 8th St.,Long Beach,CA,90813-4311
1132,Richard D. Browning High (Long Beach Unified),Long Beach Unified,2120 Obispo Ave.,Long Beach,CA,90804
1133,Riley Elementary (Long Beach Unified),Long Beach Unified,3319 Sandwood St.,Lakewood,CA,90712-3423
1134,Robinson Academy (Long Beach Unified),Long Beach Unified,2750 Pine Ave.,Long Beach,CA,90806-2617
1135,Rogers Middle (Long Beach Unified),Long Beach Unified,365 Monrovia Ave.,Long Beach,CA,90803-1934
1136,Roosevelt Elementary (Long Beach Unified),Long Beach Unified,1574 Linden Ave.,Long Beach,CA,90813-2032
1137,Tincher Preparatory (Long Beach Unified),Long Beach Unified,1701 Petaluma Ave.,Long Beach,CA,90815-4855
1138,Twain Elementary (Long Beach Unified),Long Beach Unified,5021 East Centralia St.,Long Beach,CA,90808-1329
1139,Washington Middle (Long Beach Unified),Long Beach Unified,1450 Cedar Ave.,Long Beach,CA,90813-1705
1140,Webster Elementary (Long Beach) (Long Beach Unified),Long Beach Unified,1755 West 32nd Way,Long Beach,CA,90810-2459
1141,Westerly School of Long Beach (Long Beach Unified),Long Beach Unified,2950 E. 29Th St.,Long Beach,CA,90806-2315
1142,Whittier Elementary (Long Beach Unified),Long Beach Unified,1761 Walnut Ave.,Long Beach,CA,90813-2430
1143,Willard Elementary (Long Beach Unified),Long Beach Unified,1055 Freeman Ave.,Long Beach,CA,90804-3804
1144,Woodrow Wilson High School (Long Beach Unified),Long Beach Unified,4400 E. 10th St.,Long Beach,CA,90804-4310
1145,Alvarado Elementary (Long Beach Unified),Long Beach Unified,1400 East 20th St.,Long Beach,CA,90806-5757
1146,Avalon K-12 (Long Beach Unified),Long Beach Unified,200 Falls Canyon Rd.,Santa Catalina,CA,90704-0557
1147,Bancroft Middle (Long Beach Unified),Long Beach Unified,5301 East Centralia St.,Long Beach,CA,90808-1432
1148,Barton Elementary (Long Beach Unified),Long Beach Unified,1100 East Del Amo Blvd.,Long Beach,CA,90807-1010
1149,Bay Shore School (Long Beach Unified),Long Beach Unified,228 Corona Ave.,Long Beach,CA,90803-1810
1150,"Beach Cities Learning, Long Beach (Long Beach Unified)",Long Beach Unified,3435 San Anseline Ave.,Long Beach,CA,90808-2729
1151,Beach High-Intensive Learning Program (Long Beach Unified),Long Beach Unified,3701 East Willow St.,Long Beach,CA,90815-1732
1152,Bethany Baptist Elementary (Long Beach Unified),Long Beach Unified,2244 Clark Ave.,Long Beach,CA,90815-2521
1153,Bethany Lutheran (Long Beach Unified),Long Beach Unified,5100 Arbor Rd.,Long Beach,CA,90808-1105
1154,Birney Elementary (Long Beach Unified),Long Beach Unified,710 West Spring St.,Long Beach,CA,90806-1413
1155,Bixby Elementary (Long Beach Unified),Long Beach Unified,5251 East Stearns St.,Long Beach,CA,90815-2902
1156,Bobbie Smith Elementary (Long Beach Unified),Long Beach Unified,565 East Hill St.,Long Beach,CA,90806-4457
1157,Bryant Elementary (Long Beach Unified),Long Beach Unified,4101 East Fountain St.,Long Beach,CA,90804-3022
1158,Burbank Elementary (Long Beach Unified),Long Beach Unified,501 Junipero Ave.,Long Beach,CA,90814-1031
1159,Burcham Elementary (Long Beach Unified),Long Beach Unified,5610 East Monlaco Rd.,Long Beach,CA,90808-2627
1160,Carver Elementary (Long Beach) (Long Beach Unified),Long Beach Unified,5335 East Pavo St.,Long Beach,CA,90808-3599
1161,Chavez Elementary (Long Beach) (Long Beach Unified),Long Beach Unified,730 West Third St.,Long Beach,CA,90802-2745
1162,Clear Passage Educational Center (Long Beach Unified),Long Beach Unified,1471 Martin Luther King Jr. Ave.,Long Beach,CA,90813-2162
1163,Cleveland Elementary (Long Beach Unified),Long Beach Unified,4760 Hackett Ave.,Lakewood,CA,90713-2424
1164,Cubberley K-8 (Long Beach Unified),Long Beach Unified,3200 Monogram Ave.,Long Beach,CA,90808-4189
1165,Dooley Elementary (Long Beach Unified),Long Beach Unified,5075 Long Beach Blvd.,Long Beach,CA,90805-6345
