Record Type,County,District,School,Status,Latitude,Longitude,Street Address,Street City,Street State,Street Zip
School,San Diego,Fallbrook Union Elementary,St. Peter the Apostle Catholic School,Active,33.376011,-117.227422,450 South Stage Coach Ln.,Fallbrook,CA,92028-2457
School,San Diego,Fallbrook Union Elementary,St. Stephen Evangelical Lutheran School,Closed,Information Redacted,Information Redacted,Information Redacted,Fallbrook,CA,92028-1730
School,San Diego,Fallbrook Union Elementary,The Rock Rose Village School,Closed,Information Redacted,Information Redacted,Information Redacted,Fallbrook,CA,92028-4596
School,San Diego,Fallbrook Union Elementary,Topview Academy,Active,33.361351,-117.17622,3843 Canonita Dr,Fallbrook,CA,92028-9531
School,San Diego,Fallbrook Union Elementary,VILLAGE ELEM.,Closed,,,Information Redacted,FALLBROOK,CA,92028
School,San Diego,Fallbrook Union Elementary,William H. Frazier Elementary,Active,33.387442,-117.224132,1835 Gum Tree Ln.,Fallbrook,CA,92028-2108
School,San Diego,Fallbrook Union Elementary,WinterWarm Christian Academy,Active,33.34222,-117.213801,2131 Winterwarm Dr.,Fallbrook,CA,92028-9512
School,San Diego,Fallbrook Union Elementary,Zion Christian Preschool & Kindergarten,Active,33.376317,-117.229516,1405 E Fallbrook St,Fallbrook,CA,92028-2427
School,San Diego,Fallbrook Union High,A.C.E. Adult,Closed,,,2400 South Stage Coach Ln.,Fallbrook,CA,92088-0368
School,San Diego,Fallbrook Union High,Ashwet Patia Christion School,Closed,Information Redacted,Information Redacted,Information Redacted,"Pala,",CA,92059
School,San Diego,Fallbrook Union High,Fallbrook High,Active,33.349505,-117.241375,2400 South Stage Coach Ln.,Fallbrook,CA,92028-4429
School,San Diego,Fallbrook Union High,Good Samaritan High School,Closed,,,Information Redacted,Bonsall,CA,92003-2003
School,San Diego,Fallbrook Union High,Hope City,Active,33.352478,-117.216052,2169 Green Canyon Rd,Fallbrook,CA,92028-4601
School,San Diego,Fallbrook Union High,Ivy High (Continuation),Active,33.347369,-117.238081,1056 Winterhaven Rd.,Fallbrook,CA,92028-4500
School,San Diego,Fallbrook Union High,Oasis High (Alternative),Active,33.351956,-117.236114,2208 South Stage Coach Ln.,Fallbrook,CA,92028-4500
School,San Diego,Fallbrook Union High,Western Air Temple Academy,Closed,Information Redacted,Information Redacted,Information Redacted,Fallbrook,CA,92028-5706
School,San Diego,Grossmont Union High,Abeka,Active,32.821294,-116.94801,988 Flint St,El Cajon,CA,92021-1209
School,San Diego,Grossmont Union High,Chaparral High,Active,32.816896,-116.979705,1600 North Cuyamaca St.,El Cajon,CA,92020-1187
School,San Diego,Grossmont Union High,Christian Junior/Senior High School,Active,32.799993,-116.902411,2100 Greenfield Dr.,El Cajon,CA,92019-1161
School,San Diego,Grossmont Union High,El Cajon Adult Center,Active,32.80016,-116.945945,1075 East Madison Ave.,El Cajon,CA,92021-6226
School,San Diego,Grossmont Union High,El Cajon Valley High,Active,32.800133,-116.947286,1035 East Madison Ave.,El Cajon,CA,92021-6226
School,San Diego,Grossmont Union High,El Capitan High,Active,32.868106,-116.914899,10410 Ashwood St.,Lakeside,CA,92040-2406
School,San Diego,Grossmont Union High,Elite Academy,Active,32.793615,-116.934951,230 Jamacha Blvd.,El Cajon,CA,92019-2359
School,San Diego,Grossmont Union High,Foothills Adult Education Center,Active,32.79713,-116.924362,1550 Melody Ln.,El Cajon,CA,92019-2015
School,San Diego,Grossmont Union High,Foothills Christian High School,Active,32.797778,-116.99535,2321 Dryden Rd.,El Cajon,CA,92020-2825
School,San Diego,Grossmont Union High,Foothills Christian Middle School,Active,32.818008,-116.965282,365 W. Bradley Ave.,El Cajon,CA,92020-1207
School,San Diego,Grossmont Union High,Fred Finch Youth Center,Active,32.743887,-116.973527,"3845 Spring Dr., Rm. 18",Spring Valley,CA,91977-1030
School,San Diego,Grossmont Union High,Gateway Community Day,Closed,32.756375,-117.011023,8691 Echo Dr.,La Mesa,CA,91941
School,San Diego,Grossmont Union High,Gateway West Community Day,Closed,32.76971,-117.010129,8693 La Mesa Blvd.,La Mesa,CA,91941
School,San Diego,Grossmont Union High,Granite Hills High,Active,32.800159,-116.916814,1719 East Madison Ave.,El Cajon,CA,92019-1052
School,San Diego,Grossmont Union High,Grossmont Adult,Active,32.79713,-116.924362,1550 Melody Ln.,El Cajon,CA,92019
School,San Diego,Grossmont Union High,Grossmont High,Active,32.78067,-116.98498,1100 Murray Dr.,La Mesa,CA,91944-1043
School,San Diego,Grossmont Union High,Grossmont Middle College High,Active,32.814927,-117.008891,8800 Grossmont College Dr.,El Cajon,CA,92020-1765
School,San Diego,Grossmont Union High,Grossmont Union High Special Education Program,Closed,32.78067,-116.98498,1100 Murray Dr.,La Mesa,CA,91944-1043
School,San Diego,Grossmont Union High,Helix High,Active,32.755905,-117.039817,7323 University Ave.,La Mesa,CA,91941-6055
School,San Diego,Grossmont Union High,IDEA Center,Active,32.816861,-116.979657,1600 North Cuyamaca St.,El Cajon,CA,92020-1187
School,San Diego,Grossmont Union High,Liberty Charter,Closed,32.819091,-116.946716,1012 East Bradley Ave.,El Cajon,CA,92021-1231
School,San Diego,Grossmont Union High,MERIT Academy,Active,32.816861,-116.979657,1600 North Cuyamaca St.,El Cajon,CA,92020-1109
School,San Diego,Grossmont Union High,Monte Vista High,Active,32.738087,-116.972211,3230 Sweetwater Springs Blvd.,Spring Valley,CA,91977-6934
School,San Diego,Grossmont Union High,Mount Miguel High,Active,32.724917,-117.016893,8585 Blossom Ln.,Spring Valley,CA,91977-3765
School,San Diego,Grossmont Union High,Mt. Miguel Adult Center,Closed,,,1800 Sweetwater Rd.,Spring Valley,CA,91977-3823
School,San Diego,Grossmont Union High,Phoenix High,Closed,32.816896,-116.979705,1600 North Cuyamaca St.,El Cajon,CA,92020-1109
School,San Diego,Grossmont Union High,Proctor Valley Christian School,Closed,,,Information Redacted,Jamul,CA,91935
School,San Diego,Grossmont Union High,REACH Academy,Active,32.793343,-116.935362,230 Jamacha Rd.,El Cajon,CA,92019-2359
School,San Diego,Grossmont Union High,Santana Adult Center,Closed,,,9915 North Magnolia,Santee,CA,92071-1903
School,San Diego,Grossmont Union High,Santana High,Active,32.857284,-116.970977,9915 North Magnolia Ave.,Santee,CA,92071-1903
School,San Diego,Grossmont Union High,SMSC Transition Program,Closed,Information Redacted,Information Redacted,Information Redacted,El Cajon,CA,92019-1111
School,San Diego,Grossmont Union High,Steele Canyon Adult Center,Active,32.730297,-116.925179,12440 Campo Rd.,Spring Valley,CA,91978-2331
School,San Diego,Grossmont Union High,Steele Canyon High,Active,32.730297,-116.925179,12440 Campo Rd.,Spring Valley,CA,91978-2331
School,San Diego,Grossmont Union High,The Learning Choice Academy - East County,Active,32.755668,-117.013547,4215 Spring St.,La Mesa,CA,91941-7965
School,San Diego,Grossmont Union High,Valhalla High,Active,32.762192,-116.920373,1725 Hillsdale Rd.,El Cajon,CA,92019-3742
School,San Diego,Grossmont Union High,West Hills High,Active,32.849846,-117.012971,8756 Mast Blvd.,Santee,CA,92071-2046
School,San Diego,Grossmont Union High,Work Training Center,Closed,32.793473,-116.934864,230 Jamacha Rd.,El Cajon,CA,92019
School,San Diego,Grossmont Union High,Youth Educational Services,Closed,,,Information Redacted,La Mesa,CA,91942-1942
School,San Diego,Jamul-Dulzura Union Elementary,Cardenas Family homeschool,Closed,Information Redacted,Information Redacted,Information Redacted,dulzura,CA,91917-2302
School,San Diego,Jamul-Dulzura Union Elementary,Greater San Diego Academy,Active,32.728998,-116.856155,14545 Lyons Valley Rd.,Jamul,CA,91935-3208
School,San Diego,Jamul-Dulzura Union Elementary,Jamul Elementary,Active,32.730137,-116.854567,14567 Lyons Valley Rd.,Jamul,CA,91935-3324
School,San Diego,Jamul-Dulzura Union Elementary,Jamul Intermediate,Closed,32.730137,-116.854567,14545 Lyons Valley Rd.,Jamul,CA,91935-3324
School,San Diego,Jamul-Dulzura Union Elementary,Oak Grove Middle,Active,32.722358,-116.861594,14344 Olive Vista Dr.,Jamul,CA,91935-3223
School,San Diego,Jamul-Dulzura Union Elementary,ROCKY MOUNTAIN CHRISTIAN,Closed,,,Information Redacted,JAMUL,CA,91935
School,San Diego,Julian Union Elementary,Beacon Classical Academy Elementary Charter,Closed,32.667861,-117.077667,2400 Euclid Ave.,National City,CA,91950-7715
School,San Diego,Julian Union Elementary,Brookfield Engineering Science Technology Academy,Active,33.078652,-116.594866,1704 Cape Horn,Julian,CA,92036
School,San Diego,Julian Union Elementary,Diego Valley Charter,Closed,32.800561,-116.935636,511 North 2nd St.,El Cajon,CA,92021-6449
School,San Diego,Julian Union Elementary,Diego Valley East Public Charter,Active,32.800703,-116.935429,511 North Second St.,El Cajon,CA,92021-6449
School,San Diego,Julian Union Elementary,Foothills Academy,Closed,,,Information Redacted,Julian,CA,92036
School,San Diego,Julian Union Elementary,Harbor Springs Charter,Active,33.078652,-116.594866,1704 Cape Horn,Julian,CA,92036
School,San Diego,Julian Union Elementary,JCS - Cedar Cove,Active,33.035868,-117.275977,777 Santa Fe,Encinitas,CA,92024-3840
School,San Diego,Julian Union Elementary,JCS - Mountain Oaks,Active,33.045335,-117.279874,539 Encinitas Blvd.,Encinitas,CA,92024-3748
School,San Diego,Julian Union Elementary,Julian Charter,Active,33.07808,-116.59581,1704 Cape Horn,Julian,CA,92036
School,San Diego,Julian Union Elementary,Julian Elementary,Active,33.07808,-116.59581,1704 Cape Horn,Julian,CA,92036-0337
School,San Diego,Julian Union Elementary,Julian Junior High,Active,33.07808,-116.59581,1704 Cape Horn,Julian,CA,92036-0337
School,San Diego,Julian Union Elementary,OAK VIEW,Closed,,,Information Redacted,JULIAN,CA,92036
School,San Diego,Julian Union High,Eagles Peak Charter,Closed,,,981 Vale Terr. Dr.,Vista,CA,92084-5213
School,San Diego,Julian Union High,Julian Adult,Closed,33.076509,-116.595387,1656 Highway 78,Julian,CA,92036
School,San Diego,Julian Union High,Julian High,Active,33.076465,-116.594513,1656 Highway 78,Julian,CA,92036-0417
School,San Diego,Julian Union High,Redding (Ray) High (Continuation),Closed,33.076504,-116.592005,1517 Highway 78,Julian,CA,92036-0417
School,San Diego,Julian Union High,Summit High Community Day,Closed,33.076465,-116.594513,1656 Highway 78,Julian,CA,92036
School,San Diego,La Mesa-Spring Valley,Avondale Elementary,Active,32.719139,-117.017278,8401 Stansbury St.,Spring Valley,CA,91977-3737
School,San Diego,La Mesa-Spring Valley,Bancroft Elementary,Active,32.730135,-117.008174,8805 Tyler St.,Spring Valley,CA,91977-3336
School,San Diego,La Mesa-Spring Valley,Brier Patch Elementary,Closed,,,9000 Wakarusa St.,La Mesa,CA,92041
School,San Diego,La Mesa-Spring Valley,Calvary Chapel La Mesa Christian,Closed,Information Redacted,Information Redacted,Information Redacted,La Mesa,CA,91942-7618
School,San Diego,La Mesa-Spring Valley,Casa de Oro Elementary,Active,32.747767,-116.972761,10227 Ramona Dr.,Spring Valley,CA,91977-1720
School,San Diego,La Mesa-Spring Valley,Christ Lutheran Elementary,Active,32.765925,-117.027687,7921 La Mesa Blvd.,La Mesa,CA,91942-5029
School,San Diego,La Mesa-Spring Valley,Christian Elementary Mount Helix,Closed,Information Redacted,Information Redacted,Information Redacted,Spring Valley,CA,91977-1202
School,San Diego,La Mesa-Spring Valley,College Center Montessori,Closed,,,Information Redacted,La Mesa,CA,91941
School,San Diego,La Mesa-Spring Valley,Day-McKellar Preparatory School,Closed,,,Information Redacted,La Mesa,CA,91942
School,San Diego,La Mesa-Spring Valley,Excelsior Academy,Closed,Information Redacted,Information Redacted,Information Redacted,LaMesa,CA,91942-1534
School,San Diego,La Mesa-Spring Valley,Excelsior Academy,Active,32.773494,-117.042216,"7200 Pkwy. Dr., Ste 113",Lamesa,CA,91942-1534
School,San Diego,La Mesa-Spring Valley,FAIR HAVENS CHRISTIAN,Closed,,,Information Redacted,SPRING VALLEY,CA,91977
School,San Diego,La Mesa-Spring Valley,Fellowship of the King Academy,Closed,,,Information Redacted,La Mesa,CA,91941
School,San Diego,La Mesa-Spring Valley,Fletcher Hills Elementary,Active,32.800478,-116.996187,2330 Center Pl.,El Cajon,CA,92020-2809
School,San Diego,La Mesa-Spring Valley,G.E.M.M.S Preparatory Academy,Closed,Information Redacted,Information Redacted,Information Redacted,La Mesa,CA,91942-9303
School,San Diego,La Mesa-Spring Valley,"Heartland Christian Homeschool Center, Inc.",Active,32.741051,-116.98829,3327 Kenora Dr.,Spring Valley,CA,91977-2890
School,San Diego,La Mesa-Spring Valley,Helix Montessori School,Active,32.750862,-116.987059,3941 Conrad Dr,Spring Valley,CA,91977-1420
School,San Diego,La Mesa-Spring Valley,Highlands Elementary,Active,32.737305,-116.981551,3131 South Barcelona St.,Spring Valley,CA,91977-3003
School,San Diego,La Mesa-Spring Valley,Joshua's Generation Academy,Closed,Information Redacted,Information Redacted,Information Redacted,Spring Valley,CA,91977-3901
School,San Diego,La Mesa-Spring Valley,Joshua's Generation Academy,Closed,Information Redacted,Information Redacted,Information Redacted,Spring Valley,CA,91977-3901
School,San Diego,La Mesa-Spring Valley,Kempton Street Literacy Academy,Active,32.710497,-117.001758,740 Kempton St.,Spring Valley,CA,91977-5017
School,San Diego,La Mesa-Spring Valley,La Mesa Arts Academy,Active,32.75519,-117.030256,4200 Parks Ave.,La Mesa,CA,91942-6212
School,San Diego,La Mesa-Spring Valley,La Mesa Dale Elementary,Active,32.757662,-117.032151,4370 Parks Ave.,La Mesa,CA,91941-5214
School,San Diego,La Mesa-Spring Valley,La Mesa Elementary,Closed,,,8100 Orange Ave.,La Mesa,CA,91941
School,San Diego,La Mesa-Spring Valley,La Mesa Middle,Closed,32.755327,-117.030274,4200 Parks Ave.,La Mesa,CA,91941-5214
School,San Diego,La Mesa-Spring Valley,La Presa Elementary,Active,32.706482,-116.99327,519 La Presa St.,Spring Valley,CA,91977-6011
School,San Diego,La Mesa-Spring Valley,La Presa Middle,Closed,32.712324,-117.005999,1001 Leland St.,Spring Valley,CA,91977-4819
School,San Diego,La Mesa-Spring Valley,Leeway Sudbury School,Closed,Information Redacted,Information Redacted,Information Redacted,San Diego,CA,92104-1527
School,San Diego,La Mesa-Spring Valley,Lemon Avenue Elementary,Active,32.768184,-117.008371,8787 Lemon Ave.,La Mesa,CA,91941-5214
School,San Diego,La Mesa-Spring Valley,Leo Hamel K-8 Academy,Closed,,,Information Redacted,La Mesa,CA,91942
School,San Diego,La Mesa-Spring Valley,Lighthouse Literacy Academy A Primary School,Active,32.730011,-116.966386,2705  Via Orange #A,Spring Valley,CA,91978-1715
School,San Diego,La Mesa-Spring Valley,Loma Elementary,Active,32.736664,-116.968849,10355 Loma Ln.,Spring Valley,CA,91978-1517
School,San Diego,La Mesa-Spring Valley,Maryland Avenue Elementary,Active,32.777787,-117.038208,5400 Maryland Ave.,La Mesa,CA,91941-5214
School,San Diego,La Mesa-Spring Valley,Mt. Helix Academy,Active,32.786766,-116.998797,5955 Severin Dr.,La Mesa,CA,91942-1942
School,San Diego,La Mesa-Spring Valley,Mt. Miguel Learning Center,Closed,,,Information Redacted,Spring Valley,CA,91979-1979
School,San Diego,La Mesa-Spring Valley,Murdock Elementary,Active,32.758828,-116.984745,4354 Conrad Dr.,La Mesa,CA,91941-5214
School,San Diego,La Mesa-Spring Valley,Murray Manor Elementary,Active,32.788351,-117.019874,8305 El Paso St.,La Mesa,CA,91942-2704
School,San Diego,La Mesa-Spring Valley,Northmont Elementary,Active,32.790877,-116.993983,9405 Gregory St.,La Mesa,CA,91942-3811
School,San Diego,La Mesa-Spring Valley,Our Lady of Grace,Active,32.805375,-117.004191,2766 Navajo Rd.,El Cajon,CA,92020-2121
School,San Diego,La Mesa-Spring Valley,OUR LADY OF GRACE CATHOLIC ELE,Closed,,,Information Redacted,EL CAJON,CA,92020
School,San Diego,La Mesa-Spring Valley,Parkway Sports and Health Science Academy,Active,32.791277,-117.002938,9009 Park Plaza Dr.,La Mesa,CA,91942-3400
School,San Diego,La Mesa-Spring Valley,Preschool,Merged,,,8100 Orange Ave.,La Mesa,CA,92041
School,San Diego,La Mesa-Spring Valley,Quest Academy,Active,32.730135,-117.008174,8805 Tyler St.,Spring Valley,CA,91977-3336
School,San Diego,La Mesa-Spring Valley,Rancho Elementary,Active,32.70508,-117.015948,8845 Noeline Ave.,Spring Valley,CA,91977-5716
School,San Diego,La Mesa-Spring Valley,Rolando Elementary,Active,32.763199,-117.048762,6925 Tower St.,La Mesa,CA,91941-5214
School,San Diego,La Mesa-Spring Valley,San Diego Bible Heritage School,Closed,,,,,,
School,San Diego,La Mesa-Spring Valley,Santa Sophia Academy,Active,32.748701,-116.98705,9806 San Juan St.,Spring Valley,CA,91977-1421
