id,district_x,district_y,original_name_x,original_name_y,status,school_name,school_name_with_some_districts_attached,participating,address_x,address_y,city_x,city_y,score,duped
889,LAUSD,LAUSD,Micheltorena Street Elementary,Micheltorena Street Elementary,Active,Micheltorena Street Elementary (LAUSD),Micheltorena Street Elementary,True,1511 Micheltorena St,1511 Micheltorena St.,Los Angeles,Los Angeles, 100.0,False
890,LAUSD,LAUSD,Mid-City's Prescott School of Enriched Sciences,Mid-City's Prescott School of Enriched Sciences,Active,Mid-City's Prescott School of Enriched Sciences (LAUSD),Mid-City's Prescott School of Enriched Sciences,True,3150 W Adams Blvd,3150 West Adams Blvd.,Los Angeles,Los Angeles, 97.93103448275862,False
891,LAUSD,LAUSD,Middle College High School,Middle College High,Active,Middle College High School (LAUSD),Middle College High School,True,1600 Imperial Hwy Bldg 16,"1600 Imperial Hwy, Bldg. 16",Los Angeles,Los Angeles, 95.0,False
892,LAUSD,LAUSD,Middleton Street Elementary,Middleton Street Elementary,Active,Middleton Street Elementary (LAUSD),Middleton Street Elementary,True,6537 Malabar St,6537 Malabar St.,Huntington Park,Huntington Park, 100.0,False
893,LAUSD,LAUSD,Middleton Street Primary Center,Middleton Primary Center,Active,Middleton Street Primary Center (LAUSD),Middleton Street Primary Center,True,2410 Zoe Ave,2410 Zoe Ave.,Huntington Park,Huntington Park, 95.0,False
894,LAUSD,,Miguel Contreras Learning Complex - Acdemic Ldrshp Community,,,Miguel Contreras Learning Complex - Acdemic Ldrshp Community (LAUSD),Miguel Contreras Learning Complex - Acdemic Ldrshp Community,True,322 Lucas Ave,,Los Angeles,,,False
895,LAUSD,LAUSD,Miguel Contreras Learning Complex - Business and Tourism,School of Business and Tourism at Contreras Learning Complex,Active,Miguel Contreras Learning Complex - Business and Tourism (LAUSD),Miguel Contreras Learning Complex - Business and Tourism,True,322 S Lucas Ave,322 Lucas Ave.,Los Angeles,Los Angeles, 89.02097902097901,False
896,LAUSD,,Miguel Contreras Learning Complex - LA Sch of Global Studies,,,Miguel Contreras Learning Complex - LA Sch of Global Studies (LAUSD),Miguel Contreras Learning Complex - LA Sch of Global Studies,True,322 S Lucas Ave,,Los Angeles,,,False
897,LAUSD,LAUSD,Miguel Contreras Learning Complex - School of Social Justice,Contreras Learning Center-School of Social Justice,Active,Miguel Contreras Learning Complex - School of Social Justice (LAUSD),Miguel Contreras Learning Complex - School of Social Justice,True,322 S Lucas Ave,322 South Lucas Ave.,Los Angeles,Los Angeles, 86.11510791366906,False
898,LAUSD,LAUSD,Miles Avenue Elementary,Miles Avenue Elementary,Active,Miles Avenue Elementary (LAUSD),Miles Avenue Elementary,True,6720 Miles Ave,6720 Miles Ave.,Huntington Park,Huntington Park, 100.0,False
899,LAUSD,,Miles Avenue Elementary DL Two-Way Im Spanish,,,Miles Avenue Elementary DL Two-Way Im Spanish (LAUSD),Miles Avenue Elementary DL Two-Way Im Spanish,True,6720 Miles Ave,,Huntington Park,,,False
900,LAUSD,,Miles Avenue Elementary Science/Tech/Math Magnet,,,Miles Avenue Elementary Science/Tech/Math Magnet (LAUSD),Miles Avenue Elementary Science/Tech/Math Magnet,True,6720 Miles Ave,,Huntington Park,,,False
901,LAUSD,LAUSD,Miramonte Elementary,Miramonte Elementary,Active,Miramonte Elementary (LAUSD),Miramonte Elementary,True,1400 E 68th St,1400 East 68th St.,Los Angeles,Los Angeles, 96.47058823529412,False
902,LAUSD,LAUSD,Miramonte Elementary DL Two-Way Im Spanish,Miramonte Elementary,Active,Miramonte Elementary DL Two-Way Im Spanish (LAUSD),Miramonte Elementary DL Two-Way Im Spanish,True,1400 E 68th St,1400 East 68th St.,Los Angeles,Los Angeles, 89.27710843373494,False
903,LAUSD,LAUSD,Mission Continuation High,Mission Continuation,Active,Mission Continuation High (LAUSD),Mission Continuation High,True,11015 O'Melveny Ave,11015 O'Melveny Ave.,San Fernando,San Fernando, 95.0,False
904,LAUSD,LAUSD,Moneta Continuation High,Moneta Continuation,Active,Moneta Continuation High (LAUSD),Moneta Continuation High,True,17951 S Budlong Ave,17951 South Budlong Ave.,Gardena,Gardena, 90.9090909090909,False
905,LAUSD,LAUSD,Montara Avenue Elementary,Montara Avenue Elementary,Active,Montara Avenue Elementary (LAUSD),Montara Avenue Elementary,True,10018 Montara Ave,10018 Montara Ave.,South Gate,South Gate, 100.0,False
906,LAUSD,LAUSD,Montara Avenue Elementary DL Two-Way Im Spanish,Montara Avenue Elementary,Active,Montara Avenue Elementary DL Two-Way Im Spanish (LAUSD),Montara Avenue Elementary DL Two-Way Im Spanish,True,10018 Montara Ave,10018 Montara Ave.,South Gate,South Gate, 95.0,False
907,LAUSD,LAUSD,Montara Avenue Elementary Science/Tech/Math Magnet,Montara Avenue Elementary,Active,Montara Avenue Elementary Science/Tech/Math Magnet (LAUSD),Montara Avenue Elementary Science/Tech/Math Magnet,True,10018 Montara Ave,10018 Montara Ave.,South Gate,South Gate, 86.17021276595746,False
908,LAUSD,LAUSD,Monte Vista Street Elementary,Monte Vista Street Elementary,Active,Monte Vista Street Elementary (LAUSD),Monte Vista Street Elementary,True,5423 Monte Vista St,5423 Monte Vista St.,Los Angeles,Los Angeles, 100.0,False
909,LAUSD,LAUSD,Monte Vista Street Elementary Film/Comm Magnet,Monte Vista Street Elementary,Active,Monte Vista Street Elementary Film/Comm Magnet (LAUSD),Monte Vista Street Elementary Film/Comm Magnet,True,5423 Monte Vista St,5423 Monte Vista St.,Los Angeles,Los Angeles, 95.0,False
910,LAUSD,,Monterey Continuation High,,,Monterey Continuation High (LAUSD),Monterey Continuation High,True,466 S Fraser Ave,,Los Angeles,,,False
911,LAUSD,LAUSD,Morningside Elementary,Morningside Elementary,Active,Morningside Elementary (LAUSD),Morningside Elementary,True,576 N Maclay Ave,576 North Maclay Ave.,San Fernando,San Fernando, 95.74468085106383,False
912,LAUSD,,Morris K Hamasaki El Medical/Science Magnet,,,Morris K Hamasaki El Medical/Science Magnet (LAUSD),Morris K Hamasaki El Medical/Science Magnet,True,4865 E 1st St,,Los Angeles,,,False
913,LAUSD,,Morris K Hamasaki Medical/Science Magnet,,,Morris K Hamasaki Medical/Science Magnet (LAUSD),Morris K Hamasaki Medical/Science Magnet,True,4865 E First St,,Los Angeles,,,False
914,LAUSD,LAUSD,Mount Gleason Middle School,Mt. Gleason Middle,Active,Mount Gleason Middle School (LAUSD),Mount Gleason Middle School,True,10965 Mt Gleason Ave,10965 Mt. Gleason Ave.,Sunland,Sunland, 95.0,False
915,LAUSD,,Mount Gleason Middle School Gifted Magnet,,,Mount Gleason Middle School Gifted Magnet (LAUSD),Mount Gleason Middle School Gifted Magnet,True,10965 Mt Gleason Ave,,Sunland,,,False
916,LAUSD,,Mount Gleason Middle School STEAM Magnet,,,Mount Gleason Middle School STEAM Magnet (LAUSD),Mount Gleason Middle School STEAM Magnet,True,10965 Mt Gleason Ave,,Sunland,,,False
917,LAUSD,LAUSD,Mount Lukens Continuation High,Mt. Lukens Continuation,Active,Mount Lukens Continuation High (LAUSD),Mount Lukens Continuation High,True,7705 Summitrose St,7705 Summitrose St.,Tujunga,Tujunga, 92.15686274509804,False
918,LAUSD,LAUSD,Mount Washington Elementary,Mt. Washington Elementary,Active,Mount Washington Elementary (LAUSD),Mount Washington Elementary,True,3981 San Rafael Ave,3981 San Rafael Ave.,Los Angeles,Los Angeles, 97.0873786407767,False
919,LAUSD,LAUSD,Mountain View Elementary,Mountain View Elementary,Active,Mountain View Elementary (LAUSD),Mountain View Elementary,True,6410 Olcott St,6410 Olcott St.,Tujunga,Tujunga, 100.0,False
920,LAUSD,,Mountain View Elementary DL Two-Way Im Armenian,,,Mountain View Elementary DL Two-Way Im Armenian (LAUSD),Mountain View Elementary DL Two-Way Im Armenian,True,6410 Olcott St,,Tujunga,,,False
921,LAUSD,LAUSD,Multnomah Street Elementary,Multnomah Street Elementary,Active,Multnomah Street Elementary (LAUSD),Multnomah Street Elementary,True,2101 N Indiana Ave,2101 North Indiana Ave.,Los Angeles,Los Angeles, 96.2962962962963,False
922,LAUSD,LAUSD,Multnomah Street Elementary Environmental/Science Magnet,Multnomah Street Elementary,Active,Multnomah Street Elementary Environmental/Science Magnet (LAUSD),Multnomah Street Elementary Environmental/Science Magnet,True,2101 N Indiana Ave,2101 North Indiana Ave.,Los Angeles,Los Angeles, 89.62264150943396,False
923,LAUSD,LAUSD,Multnomah Street Elementary Gifted Magnet,Multnomah Street Elementary,Active,Multnomah Street Elementary Gifted Magnet (LAUSD),Multnomah Street Elementary Gifted Magnet,True,2101 N Indiana Ave,2101 North Indiana Ave.,Los Angeles,Los Angeles, 89.62264150943396,False
924,LAUSD,LAUSD,Murchison Street Elementary,Murchison Street Elementary,Active,Murchison Street Elementary (LAUSD),Murchison Street Elementary,True,1501 Murchison St,1501 Murchison St.,Los Angeles,Los Angeles, 100.0,False
925,LAUSD,LAUSD,Napa Street Elementary,Napa Street Elementary,Active,Napa Street Elementary (LAUSD),Napa Street Elementary,True,19010 Napa St,19010 Napa St.,Northridge,Northridge, 100.0,False
926,LAUSD,,Napa Street Elementary DL Two-Way Im Spanish,,,Napa Street Elementary DL Two-Way Im Spanish (LAUSD),Napa Street Elementary DL Two-Way Im Spanish,True,19010 Napa St,,Northridge,,,False
927,LAUSD,LAUSD,Narbonne SH-Humanities & Arts (HArts) Academy of Los Angeles,Humanities and Arts (HARTS) Academy of Los Angeles,Active,Narbonne SH-Humanities & Arts (HArts) Academy of Los Angeles (LAUSD),Narbonne SH-Humanities & Arts (HArts) Academy of Los Angeles,True,24300 Western Ave,24300 South Western Ave.,Harbor City,Harbor City, 88.9873417721519,False
928,LAUSD,LAUSD,Nathaniel Narbonne Senior High,Nathaniel Narbonne Senior High,Active,Nathaniel Narbonne Senior High (LAUSD),Nathaniel Narbonne Senior High,True,24300 S Western Ave,24300 Western Ave.,Harbor City,Harbor City, 98.18181818181819,False
929,LAUSD,LAUSD,Nathaniel Narbonne Senior High Bus/Entrep/Tech Magnet,Nathaniel Narbonne Senior High,Active,Nathaniel Narbonne Senior High Bus/Entrep/Tech Magnet (LAUSD),Nathaniel Narbonne Senior High Bus/Entrep/Tech Magnet,True,24300 S Western Ave,24300 Western Ave.,Harbor City,Harbor City, 95.0,False
930,LAUSD,LAUSD,Nathaniel Narbonne Senior High STEAM Magnet,Nathaniel Narbonne Senior High,Active,Nathaniel Narbonne Senior High STEAM Magnet (LAUSD),Nathaniel Narbonne Senior High STEAM Magnet,True,24300 S Western Ave,24300 Western Ave.,Harbor City,Harbor City, 95.0,False
931,LAUSD,LAUSD,Nava College Preparatory Academy,Nava College Preparatory Academy,Active,Nava College Preparatory Academy (LAUSD),Nava College Preparatory Academy,True,1319 E 41st St,1319 East 41st St.,Los Angeles,Los Angeles, 97.24770642201834,False
932,LAUSD,LAUSD,Nestle Avenue Charter,Nestle Avenue Charter,Active,Nestle Avenue Charter (LAUSD),Nestle Avenue Charter,True,5060 Nestle Ave,5060 Nestle Ave.,Tarzana,Tarzana, 100.0,False
933,LAUSD,LAUSD,Nevada Avenue Elementary,Nevada Avenue Elementary,Active,Nevada Avenue Elementary (LAUSD),Nevada Avenue Elementary,True,22120 Chase St,22120 Chase St.,West Hills,West Hills, 100.0,False
934,LAUSD,LAUSD,Nevada Avenue Elementary DL Two-Way Im Spanish,Nevada Avenue Elementary,Active,Nevada Avenue Elementary DL Two-Way Im Spanish (LAUSD),Nevada Avenue Elementary DL Two-Way Im Spanish,True,22120 Chase St,22120 Chase St.,West Hills,West Hills, 95.0,False
935,LAUSD,LAUSD,Nevin Avenue Elementary,Nevin Avenue Elementary,Active,Nevin Avenue Elementary (LAUSD),Nevin Avenue Elementary,True,1569 E 32nd St,1569 East 32nd St.,Los Angeles,Los Angeles, 96.7032967032967,False
936,LAUSD,LAUSD,Newcastle Elementary School,Newcastle Elementary,Active,Newcastle Elementary School (LAUSD),Newcastle Elementary School,True,6520 Newcastle Ave,6520 Newcastle Ave.,Reseda,Reseda, 95.0,False
937,LAUSD,LAUSD,Noble Avenue Elementary,Noble Avenue Elementary,Active,Noble Avenue Elementary (LAUSD),Noble Avenue Elementary,True,8329 Noble Ave,8329 Noble Ave.,North Hills,North Hills, 100.0,False
938,LAUSD,LAUSD,Nora Sterry Elementary,Nora Sterry Elementary,Active,Nora Sterry Elementary (LAUSD),Nora Sterry Elementary,True,1730 Corinth Ave,1730 Corinth Ave.,Los Angeles,Los Angeles, 100.0,False
939,LAUSD,LAUSD,Normandie Avenue Elementary,Normandie Avenue Elementary,Active,Normandie Avenue Elementary (LAUSD),Normandie Avenue Elementary,True,4505 S Raymond Ave,4505 South Raymond Ave.,Los Angeles,Los Angeles, 96.2962962962963,False
940,LAUSD,LAUSD,Normandie Avenue Elementary DL Two-Way Im Spanish,Normandie Avenue Elementary,Active,Normandie Avenue Elementary DL Two-Way Im Spanish (LAUSD),Normandie Avenue Elementary DL Two-Way Im Spanish,True,4505 S Raymond Ave,4505 South Raymond Ave.,Los Angeles,Los Angeles, 89.62264150943396,False
941,LAUSD,LAUSD,Normont Elementary,Normont Elementary,Active,Normont Elementary (LAUSD),Normont Elementary,True,1001 W 253rd St,1001 West 253rd St.,Harbor City,Harbor City, 96.3855421686747,False
942,LAUSD,LAUSD,Normont Elementary DL Two-Way Im Spanish,Normont Elementary,Active,Normont Elementary DL Two-Way Im Spanish (LAUSD),Normont Elementary DL Two-Way Im Spanish,True,1001 W 253rd St,1001 West 253rd St.,Harbor City,Harbor City, 89.1358024691358,False
943,LAUSD,LAUSD,North Hollywood Senior High,North Hollywood Senior High,Active,North Hollywood Senior High (LAUSD),North Hollywood Senior High,True,5231 Colfax Ave,5231 Colfax Ave.,North Hollywood,North Hollywood, 100.0,False
