,district_x,name,address_x,city,original_name_x,Match,simple_name,district_y,status,address_y,Score,,,
123,Culver City,culver-city-middle-school,4601 Elenda Street,Culver City,Culver City Middle School,"[('culver city middle', 95.0, 'culver-city-middle')]",culver-city-middle,,,,95,,,
124,Culver City,culver-city-unified-school-district-iacademy,4034 Irving Place,Culver City,Culver City Unified School District iAcademy,"[('culver city unified school district iacademy', 100.0, 'culver-city-unified-school-district-iacademy')]",culver-city-unified-school-district-iacademy,Culver City Unified,Active,"4601 Elenda St., CP Annex",100,,,
125,Culver City,el-marino-elementary,11450 Port Rd,Culver City,El Marino Elementary,"[('el marino elementary', 100.0, 'el-marino-elementary')]",el-marino-elementary,Culver City Unified,Active,11450 Port Rd.,100,,,
126,Culver City,el-rincon-elementary,11177 Overland Avenue,Culver City,El Rincon Elementary,"[('el rincon elementary', 100.0, 'el-rincon-elementary')]",el-rincon-elementary,Culver City Unified,Active,11177 Overland Ave.,100,,,
127,Culver City,farragut-elementary,10820 Farragut Drive,Culver City,Farragut Elementary,"[('farragut elementary', 100.0, 'farragut-elementary')]",farragut-elementary,Culver City Unified,Active,10820 Farragut Dr.,100,,,
128,Culver City,la-ballona-elementary,10915 Washington Blvd.,Culver City,La Ballona Elementary,"[('la ballona elementary', 100.0, 'la-ballona-elementary')]",la-ballona-elementary,Culver City Unified,Active,10915 Washington Blvd.,100,,,
129,Culver City,linwood-e-howe-elementary,4100 Irving Place,Culver City,Linwood E. Howe Elementary,"[('linwood e howe elementary', 100.0, 'linwood-e-howe-elementary')]",linwood-e-howe-elementary,Culver City Unified,Active,4100 Irving Pl.,100,,,
130,Duarte,andres-duarte-arts-academy-(pk-8),1433 Crestfield Drive,Duarte,Andres Duarte Arts Academy (PK-8),"[('andres duarte arts academy  pk 8', 100.0, 'andres-duarte-arts-academy-(pk-8)')]",andres-duarte-arts-academy-(pk-8),Duarte Unified,Closed,1433 Crestfield Dr.,100,,,
131,Duarte,beardslee-dual-language-immersion-academy-(pk-8),1212 Kellwill Way,Duarte,Beardslee Dual Language Immersion Academy (PK-8),"[('beardslee dual language immersion academy  pk 8', 100.0, 'beardslee-dual-language-immersion-academy-(pk-8)')]",beardslee-dual-language-immersion-academy-(pk-8),Duarte Unified,Active,1212 East Kellwil Way,100,,,
132,Duarte,duarte-high,1565 Central Ave,Duarte,Duarte High,"[('duarte high', 100.0, 'duarte-high')]",duarte-high,Duarte Unified,Active,1565 East Central Ave.,100,,,
133,Duarte,maxwell-academy-(pk-8),733 Euclid Ave,Duarte,Maxwell Academy (PK-8),"[('maxwell academy  pk 8', 100.0, 'maxwell-academy-(pk-8)')]",maxwell-academy-(pk-8),Duarte Unified,Active,733 Euclid Ave.,100,,,
134,Duarte,mt-olive-innovation-and-technology-high,1400 Mount Olive Drive,Duarte,Mt. Olive Innovation and Technology High,"[('mt olive innovation and technology high', 100.0, 'mt-olive-innovation-and-technology-high')]",mt-olive-innovation-and-technology-high,Duarte Unified,Active,1400 Mt. Olive Dr.,100,,,
135,Duarte,royal-oaks-steam-academy-(k-8),2499 Royal Oaks Drive,Duarte,Royal Oaks STEAM Academy (K-8),"[('royal oaks steam academy  k 8', 100.0, 'royal-oaks-steam-academy-(k-8)')]",royal-oaks-steam-academy-(k-8),Duarte Unified,Active,2499 Royal Oaks Dr.,100,,,
136,Duarte,valley-view-academy-of-technology-and-creative-learning-(tk-6),237 Mel Canyon Rd.,Duarte,Valley View Academy of Technology and Creative Learning (TK-6),"[('valley view academy of technology and creative learning  tk 6', 100.0, 'valley-view-academy-of-technology-and-creative-learning-(tk-6)')]",valley-view-academy-of-technology-and-creative-learning-(tk-6),Duarte Unified,Active,237 Melcanyon Rd.,100,,,
137,El Rancho,birney-tech-academy,,,Birney Tech Academy,"[('birney tech academy', 100.0, 'birney-tech-academy')]",birney-tech-academy,El Rancho Unified,Active,8501 Orange Ave.,100,,,
138,El Rancho,durfee-elementary,,,Durfee Elementary,"[('durfee elementary', 100.0, 'durfee-elementary')]",durfee-elementary,El Monte City,Active,12233 Star St.,100,,,
139,El Rancho,durfee-elementary,,,Durfee Elementary,"[('durfee elementary', 100.0, 'durfee-elementary')]",durfee-elementary,El Rancho Unified,Active,4220 South Durfee Ave.,100,,,
140,El Rancho,el-rancho-high,,,El Rancho High,"[('el rancho high', 100.0, 'el-rancho-high')]",el-rancho-high,El Rancho Unified,Active,6501 South Passons Blvd.,100,,,
141,El Rancho,ellen-ochoa-prep-academy,,,Ellen Ochoa Prep Academy,"[('ellen ochoa prep academy', 100.0, 'ellen-ochoa-prep-academy')]",ellen-ochoa-prep-academy,El Rancho Unified,Closed,8110 Paramount Blvd.,100,,,
142,El Rancho,magee-academy-of-arts-&-sciences,,,Magee Academy of Arts & Sciences,"[('magee academy of arts   sciences', 100.0, 'magee-academy-of-arts-&-sciences')]",magee-academy-of-arts-&-sciences,El Rancho Unified,Active,8200 Serapis Ave.,100,,,
143,El Rancho,north-park-academy-of-the-arts,,,North Park Academy of the Arts,"[('north park academy of the arts', 100.0, 'north-park-academy-of-the-arts')]",north-park-academy-of-the-arts,El Rancho Unified,Active,4450 South Durfee Ave.,100,,,
144,El Rancho,north-ranchito-elementary,,,North Ranchito Elementary,"[('north ranchito elementary', 100.0, 'north-ranchito-elementary')]",north-ranchito-elementary,El Rancho Unified,Active,8837 East Olympic Blvd.,100,,,
145,El Rancho,rio-vista-elementary,,,Rio Vista Elementary,"[('rio vista elementary', 100.0, 'rio-vista-elementary')]",rio-vista-elementary,Mt. Diablo Unified,Active,611 Pacifica Ave.,100,,,
146,El Rancho,rio-vista-elementary,,,Rio Vista Elementary,"[('rio vista elementary', 100.0, 'rio-vista-elementary')]",rio-vista-elementary,El Monte City,Active,4300 North Esto,100,,,
147,El Rancho,rio-vista-elementary,,,Rio Vista Elementary,"[('rio vista elementary', 100.0, 'rio-vista-elementary')]",rio-vista-elementary,El Rancho Unified,Active,8809 Coffman-Pico Rd.,100,,,
148,El Rancho,rio-vista-elementary,,,Rio Vista Elementary,"[('rio vista elementary', 100.0, 'rio-vista-elementary')]",rio-vista-elementary,Los Angeles Unified,Active,4243 Satsuma Ave.,100,,,
149,El Rancho,rio-vista-elementary,,,Rio Vista Elementary,"[('rio vista elementary', 100.0, 'rio-vista-elementary')]",rio-vista-elementary,Saugus Union,Active,20417 Cedarcreek St.,100,,,
150,El Rancho,rio-vista-elementary,,,Rio Vista Elementary,"[('rio vista elementary', 100.0, 'rio-vista-elementary')]",rio-vista-elementary,Placentia-Yorba Linda Unified,Active,310 North Rio Vista St.,100,,,
151,El Rancho,rio-vista-elementary,,,Rio Vista Elementary,"[('rio vista elementary', 100.0, 'rio-vista-elementary')]",rio-vista-elementary,Palm Springs Unified,Active,67-700 Verona Rd.,100,,,
152,El Rancho,rio-vista-elementary,,,Rio Vista Elementary,"[('rio vista elementary', 100.0, 'rio-vista-elementary')]",rio-vista-elementary,San Bernardino City Unified,Active,1451 North California St.,100,,,
153,El Rancho,rio-vista-elementary,,,Rio Vista Elementary,"[('rio vista elementary', 100.0, 'rio-vista-elementary')]",rio-vista-elementary,Fillmore Unified,Active,250 Edgewood St.,100,,,
154,El Rancho,rivera-elementary,,,Rivera Elementary,"[('rivera elementary', 100.0, 'rivera-elementary')]",rivera-elementary,El Rancho Unified,Active,7250 Citronell St.,100,,,
155,El Rancho,rivera-middle,,,Rivera Middle,"[('rivera middle', 100.0, 'rivera-middle')]",rivera-middle,El Rancho Unified,Active,7200 Citronell Ave.,100,,,
156,El Rancho,ruben-salazar-continuation,,,Ruben Salazar Continuation,"[('ruben salazar continuation', 100.0, 'ruben-salazar-continuation')]",ruben-salazar-continuation,El Rancho Unified,Active,9115 Balfour St.,100,,,
157,El Rancho,south-ranchito-dual-language-academy,,,South Ranchito Dual Language Academy,"[('south ranchito dual language academy', 100.0, 'south-ranchito-dual-language-academy')]",south-ranchito-dual-language-academy,El Rancho Unified,Active,5241 South Passons Blvd.,100,,,
158,El Rancho,steam-academy-@-burke,,,STEAM Academy @ Burke,"[('steam academy   burke', 100.0, 'steam-academy-@-burke')]",steam-academy-@-burke,El Rancho Unified,Active,8101 Orange Ave.,100,,,
159,El Rancho,valencia-academy-of-the-arts,,,Valencia Academy of the Arts,"[('valencia academy of the arts', 100.0, 'valencia-academy-of-the-arts')]",valencia-academy-of-the-arts,El Rancho Unified,Active,9241 East Cosgrove St.,100,,,
160,LAUSD,107th-street-elementary,147 E 107th St,Los Angeles,107th Street Elementary,[],,,,,,,,
161,LAUSD,107th-street-elementary-science/tech/eng/arts/math-magnet,147 E 107th St,Los Angeles,107th Street Elementary Science/Tech/Eng/Arts/Math Magnet,[],,,,,,,,
162,LAUSD,109th-street-elementary,10915 S Mc Kinley Ave,Los Angeles,109th Street Elementary,[],,,,,,,,
163,LAUSD,10th-street-elementary,1000 Grattan St,Los Angeles,10th Street Elementary,"[('utah street elementary', 90.9090909090909, 'utah-street-elementary')]",utah-street-elementary,,,,90.90909091,,,
164,LAUSD,112th-street-elementary,1265 E 112th St,Los Angeles,112th Street Elementary,[],,,,,,,,
165,LAUSD,116th-street-elementary,11610 Stanford Ave,Los Angeles,116th Street Elementary,[],,,,,,,,
166,LAUSD,116th-street-elementary-dl-two-way-im-spanish,11610 Stanford Ave,Los Angeles,116th Street Elementary DL Two-Way Im Spanish,[],,,,,,,,
167,LAUSD,118th-street-elementary,144 E 118th St,Los Angeles,118th Street Elementary,[],,,,,,,,
168,LAUSD,118th-street-elementary-dl-two-way-im-spanish,144 E 118th St,Los Angeles,118th Street Elementary DL Two-Way Im Spanish,[],,,,,,,,
169,LAUSD,122nd-street-elementary,405 E 122nd St,Los Angeles,122nd Street Elementary,[],,,,,,,,
170,LAUSD,122nd-street-elementary-dl-two-way-im-spanish,405 E 122nd St,Los Angeles,122nd Street Elementary DL Two-Way Im Spanish,[],,,,,,,,
171,LAUSD,135th-street-elementary,801 W 135th St,Gardena,135th Street Elementary,[],,,,,,,,
172,LAUSD,135th-street-elementary-dl-two-way-im-spanish,801 W 135th St,Gardena,135th Street Elementary DL Two-Way Im Spanish,[],,,,,,,,
173,LAUSD,153rd-street-elementary,1605 W 153rd St,Gardena,153rd Street Elementary,[],,,,,,,,
174,LAUSD,153rd-street-elementary-dl-two-way-im-spanish,1605 W 153rd St,Gardena,153rd Street Elementary DL Two-Way Im Spanish,[],,,,,,,,
175,LAUSD,156th-street-elementary,2100 W 156th St,Gardena,156th Street Elementary,[],,,,,,,,
176,LAUSD,15th-street-elementary,1527 S Mesa St,San Pedro,15th Street Elementary,"[('utah street elementary', 90.9090909090909, 'utah-street-elementary')]",utah-street-elementary,,,,90.90909091,,,
177,LAUSD,186th-street-elementary,1581 W 186th St,Gardena,186th Street Elementary,[],,,,,,,,
178,LAUSD,1st-street-elementary,2820 E First St,Los Angeles,1st Street Elementary,"[('soto street elementary', 93.02325581395348, 'soto-street-elementary')]",soto-street-elementary,,,,93.02325581,,,
179,LAUSD,20th-street-elementary,1353 E 20th St,Los Angeles,20th Street Elementary,"[('utah street elementary', 90.9090909090909, 'utah-street-elementary')]",utah-street-elementary,,,,90.90909091,,,
180,LAUSD,20th-street-elementary-dl-two-way-im-spanish,1353 E 20th St,Los Angeles,20th Street Elementary DL Two-Way Im Spanish,[],,,,,,,,
181,LAUSD,232nd-place-elementary,23240 Archibald Ave,Carson,232nd Place Elementary,[],,,,,,,,
182,LAUSD,232nd-place-elementary-stemm-magnet,23240 Archibald Ave,Carson,232nd Place Elementary STEMM Magnet,[],,,,,,,,
183,LAUSD,24th-street-elementary,2055 W 24th St,Los Angeles,24th Street Elementary,"[('utah street elementary', 90.9090909090909, 'utah-street-elementary')]",utah-street-elementary,,,,90.90909091,,,
184,LAUSD,28th-street-elementary,2807 Stanford Ave,Los Angeles,28th Street Elementary,"[('utah street elementary', 90.9090909090909, 'utah-street-elementary')]",utah-street-elementary,,,,90.90909091,,,
185,LAUSD,28th-street-elementary-dl-one-way-im-spanish,2807 Stanford Ave,Los Angeles,28th Street Elementary DL One-Way Im Spanish,[],,,,,,,,
186,LAUSD,2nd-street-elementary,1942 E 2nd St,Los Angeles,2nd Street Elementary,"[('ann street elementary', 90.47619047619048, 'ann-street-elementary')]",ann-street-elementary,,,,90.47619048,,,
187,LAUSD,2nd-street-elementary-dl-two-way-im-spanish,1942 E 2nd St,Los Angeles,2nd Street Elementary DL Two-Way Im Spanish,[],,,,,,,,
188,LAUSD,32nd-street-usc-performing-arts-magnet,822 W 32nd St,Los Angeles,32nd Street USC Performing Arts Magnet,[],,,,,,,,
189,LAUSD,3rd-street-elementary,201 S June St,Los Angeles,3rd Street Elementary,"[('bird street elementary', 93.02325581395348, 'bird-street-elementary')]",bird-street-elementary,,,,93.02325581,,,
190,LAUSD,3rd-street-elementary-dl-two-way-im-korean,201 S June St,Los Angeles,3rd Street Elementary DL Two-Way Im Korean,[],,,,,,,,
191,LAUSD,3rd-street-elementary-gifted-magnet,201 S June St,Los Angeles,3Rd Street Elementary Gifted Magnet,[],,,,,,,,
192,LAUSD,42nd-street-elementary,4231 4th Ave,Los Angeles,42nd Street Elementary,[],,,,,,,,
193,LAUSD,42nd-street-elementary-dl-world-lang-im-spanish,4231 4th Ave,Los Angeles,42nd Street Elementary DL World Lang Im Spanish,[],,,,,,,,
194,LAUSD,49th-street-elementary,750 E 49th St,Los Angeles,49th Street Elementary,"[('utah street elementary', 90.9090909090909, 'utah-street-elementary')]",utah-street-elementary,,,,90.90909091,,,
195,LAUSD,4th-street-elementary,420 S Amalia Ave,Los Angeles,4th Street Elementary,"[('utah street elementary', 93.02325581395348, 'utah-street-elementary')]",utah-street-elementary,,,,93.02325581,,,
196,LAUSD,4th-street-elementary-dl-two-way-im-spanish,420 S Amalia Ave,Los Angeles,4th Street Elementary DL Two-Way Im Spanish,[],,,,,,,,
197,LAUSD,4th-street-primary-center,469 Amalia Ave,Los Angeles,4th Street Primary Center,"[('fourth street primary center', 90.56603773584906, 'fourth-street-primary-center')]",fourth-street-primary-center,,,,90.56603774,,,
198,LAUSD,4th-street-primary-center-dl-two-way-im-spanish,469 Amalia Ave,Los Angeles,4th Street Primary Center DL Two-Way Im Spanish,[],,,,,,,,
199,LAUSD,52nd-street-elementary,816 W 51st St,Los Angeles,52nd Street Elementary,[],,,,,,,,
200,LAUSD,54th-street-elementary,5501 S Eileen Ave,Los Angeles,54th Street Elementary,"[('utah street elementary', 90.9090909090909, 'utah-street-elementary')]",utah-street-elementary,,,,90.90909091,,,
201,LAUSD,59th-street-elementary,5939 Second Ave,Los Angeles,59th Street Elementary,"[('utah street elementary', 90.9090909090909, 'utah-street-elementary')]",utah-street-elementary,,,,90.90909091,,,
202,LAUSD,61st-street-elementary,6020 S Figueroa St,Los Angeles,61st Street Elementary,"[('soto street elementary', 90.9090909090909, 'soto-street-elementary')]",soto-street-elementary,,,,90.90909091,,,
203,LAUSD,61st-street-elementary-dl-two-way-im-spanish,6020 S Figueroa St,Los Angeles,61st Street Elementary DL Two-Way Im Spanish,[],,,,,,,,
204,LAUSD,66th-street-elementary,6600 S San Pedro St,Los Angeles,66th Street Elementary,"[('utah street elementary', 90.9090909090909, 'utah-street-elementary')]",utah-street-elementary,,,,90.90909091,,,
205,LAUSD,6th-avenue-elementary,3109 6th Ave,Los Angeles,6th Avenue Elementary,"[('avenue elementary', 95.0, 'avenue-elementary')]",avenue-elementary,,,,95,,,
206,LAUSD,6th-avenue-elementary-dl-two-way-im-spanish,3109 6th Ave,Los Angeles,6th Avenue Elementary DL Two-Way Im Spanish,"[('avenue elementary', 90.0, 'avenue-elementary')]",avenue-elementary,,,,90,,,
207,LAUSD,74th-street-elementary,2112 W 74th St,Los Angeles,74th Street Elementary,"[('utah street elementary', 90.9090909090909, 'utah-street-elementary')]",utah-street-elementary,,,,90.90909091,,,
208,LAUSD,74th-street-elementary-gifted-magnet,2112 W 74th St,Los Angeles,74th Street Elementary Gifted Magnet,[],,,,,,,,
209,LAUSD,75th-street-elementary,142 W 75th St,Los Angeles,75th Street Elementary,"[('utah street elementary', 90.9090909090909, 'utah-street-elementary')]",utah-street-elementary,,,,90.90909091,,,
210,LAUSD,75th-street-elementary-dl-two-way-im-spanish,142 W 75th St,Los Angeles,75Th Street Elementary DL Two-Way Im Spanish,[],,,,,,,,
211,LAUSD,7th-street-elementary-arts-integration-magnet,1570 W 7th St,San Pedro,7th Street Elementary Arts Integration Magnet,"[('seventh street elementary arts integration magnet', 93.61702127659575, 'seventh-street-elementary-arts-integration-magnet')]",seventh-street-elementary-arts-integration-magnet,,,,93.61702128,,,
212,LAUSD,92nd-street-elementary,9211 Grape St,Los Angeles,92nd Street Elementary,[],,,,,,,,
213,LAUSD,93rd-street-elementary,330 E 93rd St,Los Angeles,93rd Street Elementary,"[('bird street elementary', 90.9090909090909, 'bird-street-elementary')]",bird-street-elementary,,,,90.90909091,,,
214,LAUSD,93rd-street-elementary-dl-two-way-im-spanish,330 E 93rd St,Los Angeles,93rd Street Elementary DL Two-Way Im Spanish,[],,,,,,,,
215,LAUSD,93rd-street-elementary-steam-magnet,330 E 93rd St,Los Angeles,93rd Street Elementary STEAM Magnet,"[('steam', 90.0, 'steam')]",steam,,,,90,,,
216,LAUSD,95th-street-elementary,1109 W 96th St,Los Angeles,95th Street Elementary,"[('utah street elementary', 90.9090909090909, 'utah-street-elementary')]",utah-street-elementary,,,,90.90909091,,,
